ts_code,trade_date,suspend_type
000861.SZ,20240910,S
002208.SZ,20240910,S
002308.SZ,20240910,S
002693.SZ,20240910,S
300495.SZ,20240910,S
300746.SZ,20240910,S
600150.SH,20240910,S
600190.SH,20240910,S
600213.SH,20240910,S
600837.SH,20240910,S
601211.SH,20240910,S
601989.SH,20240910,S
603007.SH,20240910,S
688115.SH,20240910,S
603007.SH,20240911,R
300746.SZ,20240911,R
002693.SZ,20240911,R
000413.SZ,20240911,S
000861.SZ,20240911,S
002208.SZ,20240911,S
002308.SZ,20240911,S
300495.SZ,20240911,S
600150.SH,20240911,S
600190.SH,20240911,S
600213.SH,20240911,S
600837.SH,20240911,S
601211.SH,20240911,S
601989.SH,20240911,S
688115.SH,20240911,S
000413.SZ,20240912,S
000861.SZ,20240912,S
002208.SZ,20240912,S
002308.SZ,20240912,S
300495.SZ,20240912,S
600150.SH,20240912,S
600190.SH,20240912,S
600213.SH,20240912,S
600837.SH,20240912,S
601211.SH,20240912,S
601989.SH,20240912,S
688115.SH,20240912,S
000413.SZ,20240913,S
000861.SZ,20240913,S
002208.SZ,20240913,S
002308.SZ,20240913,S
300495.SZ,20240913,S
600150.SH,20240913,S
600190.SH,20240913,S
600213.SH,20240913,S
600837.SH,20240913,S
601211.SH,20240913,S
601989.SH,20240913,S
688115.SH,20240913,S
920016.BJ,20240913,S
000413.SZ,20240918,S
000525.SZ,20240918,S
002016.SZ,20240918,S
002168.SZ,20240918,S
002208.SZ,20240918,S
002308.SZ,20240918,S
002425.SZ,20240918,S
300495.SZ,20240918,S
600150.SH,20240918,S
600190.SH,20240918,S
600213.SH,20240918,S
600837.SH,20240918,S
601211.SH,20240918,S
601989.SH,20240918,S
688115.SH,20240918,S
002168.SZ,20240919,R
000525.SZ,20240919,R
002425.SZ,20240919,R
600150.SH,20240919,R
601989.SH,20240919,R
000413.SZ,20240919,S
002016.SZ,20240919,S
002208.SZ,20240919,S
002308.SZ,20240919,S
300495.SZ,20240919,S
600190.SH,20240919,S
600213.SH,20240919,S
600837.SH,20240919,S
601211.SH,20240919,S
688115.SH,20240919,S
000413.SZ,20240920,S
002016.SZ,20240920,S
002208.SZ,20240920,S
002308.SZ,20240920,S
600190.SH,20240920,S
600213.SH,20240920,S
600837.SH,20240920,S
601211.SH,20240920,S
603223.SH,20240920,S
688115.SH,20240920,S
603223.SH,20240923,R
000413.SZ,20240923,S
002016.SZ,20240923,S
002208.SZ,20240923,S
002308.SZ,20240923,S
600190.SH,20240923,S
600213.SH,20240923,S
600837.SH,20240923,S
601211.SH,20240923,S
688115.SH,20240923,S
002016.SZ,20240924,R
000413.SZ,20240924,S
002208.SZ,20240924,S
002308.SZ,20240924,S
600190.SH,20240924,S
600213.SH,20240924,S
600837.SH,20240924,S
601211.SH,20240924,S
688115.SH,20240924,S
002208.SZ,20240925,R
688115.SH,20240925,R
000413.SZ,20240925,S
002308.SZ,20240925,S
600190.SH,20240925,S
600213.SH,20240925,S
600837.SH,20240925,S
601211.SH,20240925,S
000413.SZ,20240926,S
002308.SZ,20240926,S
301297.SZ,20240926,S
301551.SZ,20240926,S
600190.SH,20240926,S
600213.SH,20240926,S
600837.SH,20240926,S
601211.SH,20240926,S
000413.SZ,20240927,S
301297.SZ,20240927,S
301551.SZ,20240927,S
600190.SH,20240927,S
600213.SH,20240927,S
600837.SH,20240927,S
601211.SH,20240927,S
000413.SZ,20240930,S
000958.SZ,20240930,S
300489.SZ,20240930,S
301297.SZ,20240930,S
301551.SZ,20240930,S
301618.SZ,20240930,S
600190.SH,20240930,S
600213.SH,20240930,S
600292.SH,20240930,S
600837.SH,20240930,S
601211.SH,20240930,S
603268.SH,20240930,S
688615.SH,20240930,S
000413.SZ,20241008,S
000506.SZ,20241008,S
000958.SZ,20241008,S
300427.SZ,20241008,S
300489.SZ,20241008,S
301281.SZ,20241008,S
301297.SZ,20241008,S
301551.SZ,20241008,S
301618.SZ,20241008,S
600190.SH,20241008,S
600213.SH,20241008,S
600292.SH,20241008,S
600837.SH,20241008,S
601211.SH,20241008,S
603268.SH,20241008,S
603887.SH,20241008,S
688615.SH,20241008,S
300427.SZ,20241009,R
000413.SZ,20241009,S
000506.SZ,20241009,S
000958.SZ,20241009,S
300489.SZ,20241009,S
301281.SZ,20241009,S
301297.SZ,20241009,S
301551.SZ,20241009,S
301618.SZ,20241009,S
600190.SH,20241009,S
600213.SH,20241009,S
600292.SH,20241009,S
600520.SH,20241009,S
600837.SH,20241009,S
601211.SH,20241009,S
603268.SH,20241009,S
603887.SH,20241009,S
688615.SH,20241009,S
600837.SH,20241010,R
601211.SH,20241010,R
000413.SZ,20241010,S
000506.SZ,20241010,S
000958.SZ,20241010,S
300489.SZ,20241010,S
301281.SZ,20241010,S
301297.SZ,20241010,S
600190.SH,20241010,S
600213.SH,20241010,S
600292.SH,20241010,S
600520.SH,20241010,S
603268.SH,20241010,S
603887.SH,20241010,S
000506.SZ,20241011,S
000958.SZ,20241011,S
001279.SZ,20241011,S
300489.SZ,20241011,S
301281.SZ,20241011,S
301297.SZ,20241011,S
600190.SH,20241011,S
600213.SH,20241011,S
600292.SH,20241011,S
600520.SH,20241011,S
603268.SH,20241011,S
603887.SH,20241011,S
603991.SH,20241011,S
300489.SZ,20241014,R
000506.SZ,20241014,S
000958.SZ,20241014,S
001279.SZ,20241014,S
301281.SZ,20241014,S
301297.SZ,20241014,S
600190.SH,20241014,S
600213.SH,20241014,S
600292.SH,20241014,S
600520.SH,20241014,S
603268.SH,20241014,S
603887.SH,20241014,S
603991.SH,20241014,S
000506.SZ,20241015,R
603887.SH,20241015,R
000958.SZ,20241015,S
002251.SZ,20241015,S
301281.SZ,20241015,S
301297.SZ,20241015,S
600190.SH,20241015,S
600213.SH,20241015,S
600292.SH,20241015,S
600520.SH,20241015,S
603268.SH,20241015,S
603991.SH,20241015,S
002251.SZ,20241016,R
600520.SH,20241016,R
000958.SZ,20241016,S
301281.SZ,20241016,S
301297.SZ,20241016,S
301522.SZ,20241016,S
600190.SH,20241016,S
600213.SH,20241016,S
600292.SH,20241016,S
603268.SH,20241016,S
603991.SH,20241016,S
603268.SH,20241017,R
301297.SZ,20241017,R
000958.SZ,20241017,S
301281.SZ,20241017,S
301556.SZ,20241017,S
600190.SH,20241017,S
600292.SH,20241017,S
603991.SH,20241017,S
000958.SZ,20241018,S
301281.SZ,20241018,S
301522.SZ,20241018,S
301556.SZ,20241018,S
600190.SH,20241018,S
600292.SH,20241018,S
603196.SH,20241018,S
603991.SH,20241018,S
000958.SZ,20241021,R
600292.SH,20241021,R
000603.SZ,20241021,S
300103.SZ,20241021,S
301281.SZ,20241021,S
600190.SH,20241021,S
603196.SH,20241021,S
603991.SH,20241021,S
301281.SZ,20241022,R
000603.SZ,20241022,S
300103.SZ,20241022,S
600190.SH,20241022,S
603196.SH,20241022,S
603991.SH,20241022,S
688368.SH,20241022,S
830964.BJ,20241022,S
000603.SZ,20241023,S
300103.SZ,20241023,S
300781.SZ,20241023,S
600190.SH,20241023,S
603196.SH,20241023,S
603922.SH,20241023,S
603991.SH,20241023,S
688368.SH,20241023,S
688622.SH,20241023,S
830964.BJ,20241023,S
603991.SH,20241024,R
000603.SZ,20241024,S
300103.SZ,20241024,S
300781.SZ,20241024,S
301592.SZ,20241024,S
301626.SZ,20241024,S
600190.SH,20241024,S
603196.SH,20241024,S
603922.SH,20241024,S
688368.SH,20241024,S
688622.SH,20241024,S
688656.SH,20241024,S
830964.BJ,20241024,S
000603.SZ,20241025,S
300103.SZ,20241025,S
300121.SZ,20241025,S
300781.SZ,20241025,S
600190.SH,20241025,S
603196.SH,20241025,S
603922.SH,20241025,S
688368.SH,20241025,S
688622.SH,20241025,S
688656.SH,20241025,S
830964.BJ,20241025,S
830964.BJ,20241028,R
300103.SZ,20241028,R
000603.SZ,20241028,S
000796.SZ,20241028,S
300121.SZ,20241028,S
300277.SZ,20241028,S
300419.SZ,20241028,S
300781.SZ,20241028,S
600190.SH,20241028,S
600482.SH,20241028,S
603196.SH,20241028,S
603922.SH,20241028,S
605077.SH,20241028,S
688368.SH,20241028,S
688622.SH,20241028,S
688656.SH,20241028,S
000796.SZ,20241029,R
300419.SZ,20241029,R
300781.SZ,20241029,R
000603.SZ,20241029,S
002064.SZ,20241029,S
002838.SZ,20241029,S
300121.SZ,20241029,S
300277.SZ,20241029,S
600190.SH,20241029,S
600482.SH,20241029,S
603196.SH,20241029,S
603922.SH,20241029,S
605077.SH,20241029,S
688089.SH,20241029,S
688368.SH,20241029,S
688622.SH,20241029,S
688656.SH,20241029,S
688726.SH,20241029,S
000603.SZ,20241030,S
002064.SZ,20241030,S
002838.SZ,20241030,S
002995.SZ,20241030,S
300121.SZ,20241030,S
300277.SZ,20241030,S
600190.SH,20241030,S
600482.SH,20241030,S
603196.SH,20241030,S
603305.SH,20241030,S
603922.SH,20241030,S
605077.SH,20241030,S
688089.SH,20241030,S
688368.SH,20241030,S
688622.SH,20241030,S
688656.SH,20241030,S
688656.SH,20241031,R
000603.SZ,20241031,R
002064.SZ,20241031,S
002838.SZ,20241031,S
002995.SZ,20241031,S
300121.SZ,20241031,S
300277.SZ,20241031,S
301628.SZ,20241031,S
600190.SH,20241031,S
600225.SH,20241031,S
600482.SH,20241031,S
603196.SH,20241031,S
603305.SH,20241031,S
603922.SH,20241031,S
605077.SH,20241031,S
688089.SH,20241031,S
688368.SH,20241031,S
688622.SH,20241031,S
600225.SH,20241101,R
600190.SH,20241101,R
300121.SZ,20241101,R
603196.SH,20241101,R
000929.SZ,20241101,S
000973.SZ,20241101,S
002064.SZ,20241101,S
002838.SZ,20241101,S
002995.SZ,20241101,S
300277.SZ,20241101,S
301628.SZ,20241101,S
600482.SH,20241101,S
603305.SH,20241101,S
603922.SH,20241101,S
605077.SH,20241101,S
688089.SH,20241101,S
688143.SH,20241101,S
688287.SH,20241101,S
688368.SH,20241101,S
688622.SH,20241101,S
688287.SH,20241104,R
002064.SZ,20241104,R
605077.SH,20241104,R
000929.SZ,20241104,S
000973.SZ,20241104,S
002838.SZ,20241104,S
002995.SZ,20241104,S
300277.SZ,20241104,S
600482.SH,20241104,S
600889.SH,20241104,S
603305.SH,20241104,S
603922.SH,20241104,S
603955.SH,20241104,S
688089.SH,20241104,S
688143.SH,20241104,S
688368.SH,20241104,S
688622.SH,20241104,S
603955.SH,20241105,R
002995.SZ,20241105,R
688622.SH,20241105,R
688368.SH,20241105,R
000929.SZ,20241105,S
000973.SZ,20241105,S
002838.SZ,20241105,S
300277.SZ,20241105,S
301628.SZ,20241105,S
600482.SH,20241105,S
600889.SH,20241105,S
603305.SH,20241105,S
603922.SH,20241105,S
688089.SH,20241105,S
688143.SH,20241105,S
688173.SH,20241105,S
603305.SH,20241106,R
603922.SH,20241106,R
000929.SZ,20241106,S
000973.SZ,20241106,S
002761.SZ,20241106,S
002838.SZ,20241106,S
300277.SZ,20241106,S
600482.SH,20241106,S
600889.SH,20241106,S
688089.SH,20241106,S
688143.SH,20241106,S
688173.SH,20241106,S
000929.SZ,20241107,S
000973.SZ,20241107,S
002602.SZ,20241107,S
002761.SZ,20241107,S
002838.SZ,20241107,S
300277.SZ,20241107,S
300473.SZ,20241107,S
600482.SH,20241107,S
600889.SH,20241107,S
688089.SH,20241107,S
688143.SH,20241107,S
688173.SH,20241107,S
002602.SZ,20241108,R
000929.SZ,20241108,R
000973.SZ,20241108,S
002761.SZ,20241108,S
002838.SZ,20241108,S
300277.SZ,20241108,S
300473.SZ,20241108,S
600482.SH,20241108,S
600889.SH,20241108,S
688089.SH,20241108,S
688143.SH,20241108,S
688173.SH,20241108,S
600482.SH,20241111,R
300277.SZ,20241111,R
000525.SZ,20241111,S
000973.SZ,20241111,S
002309.SZ,20241111,S
002656.SZ,20241111,S
002761.SZ,20241111,S
002838.SZ,20241111,S
300137.SZ,20241111,S
300473.SZ,20241111,S
600289.SH,20241111,S
600889.SH,20241111,S
605028.SH,20241111,S
688089.SH,20241111,S
688143.SH,20241111,S
688173.SH,20241111,S
688656.SH,20241111,S
002838.SZ,20241112,R
300137.SZ,20241112,R
688089.SH,20241112,R
000525.SZ,20241112,S
000973.SZ,20241112,S
002309.SZ,20241112,S
002388.SZ,20241112,S
002656.SZ,20241112,S
002761.SZ,20241112,S
300473.SZ,20241112,S
600289.SH,20241112,S
600889.SH,20241112,S
605028.SH,20241112,S
688143.SH,20241112,S
688173.SH,20241112,S
688535.SH,20241112,S
688656.SH,20241112,S
002388.SZ,20241113,R
000525.SZ,20241113,S
000973.SZ,20241113,S
002309.SZ,20241113,S
002656.SZ,20241113,S
002761.SZ,20241113,S
300473.SZ,20241113,S
600289.SH,20241113,S
600889.SH,20241113,S
603819.SH,20241113,S
605028.SH,20241113,S
688143.SH,20241113,S
688173.SH,20241113,S
688535.SH,20241113,S
688656.SH,20241113,S
688143.SH,20241114,R
688656.SH,20241114,R
000525.SZ,20241114,S
000973.SZ,20241114,S
002309.SZ,20241114,S
002656.SZ,20241114,S
002761.SZ,20241114,S
300135.SZ,20241114,S
300473.SZ,20241114,S
600289.SH,20241114,S
600889.SH,20241114,S
603819.SH,20241114,S
605028.SH,20241114,S
688173.SH,20241114,S
688535.SH,20241114,S
605028.SH,20241115,R
000973.SZ,20241115,R
603819.SH,20241115,R
000525.SZ,20241115,S
002309.SZ,20241115,S
002656.SZ,20241115,S
002761.SZ,20241115,S
300131.SZ,20241115,S
300135.SZ,20241115,S
300473.SZ,20241115,S
600289.SH,20241115,S
600804.SH,20241115,S
600889.SH,20241115,S
688173.SH,20241115,S
688535.SH,20241115,S
600889.SH,20241118,R
688173.SH,20241118,R
000525.SZ,20241118,S
000908.SZ,20241118,S
002309.SZ,20241118,S
002656.SZ,20241118,S
002761.SZ,20241118,S
300131.SZ,20241118,S
300135.SZ,20241118,S
300473.SZ,20241118,S
600250.SH,20241118,S
600289.SH,20241118,S
600356.SH,20241118,S
600421.SH,20241118,S
600804.SH,20241118,S
603389.SH,20241118,S
688535.SH,20241118,S
300135.SZ,20241119,R
300473.SZ,20241119,R
000525.SZ,20241119,S
000908.SZ,20241119,S
002309.SZ,20241119,S
002656.SZ,20241119,S
002761.SZ,20241119,S
300131.SZ,20241119,S
600250.SH,20241119,S
600289.SH,20241119,S
600356.SH,20241119,S
600421.SH,20241119,S
600804.SH,20241119,S
603389.SH,20241119,S
688535.SH,20241119,S
920060.BJ,20241119,S
600421.SH,20241120,R
600804.SH,20241120,R
002761.SZ,20241120,R
000525.SZ,20241120,S
000908.SZ,20241120,S
002309.SZ,20241120,S
002656.SZ,20241120,S
300131.SZ,20241120,S
600250.SH,20241120,S
600289.SH,20241120,S
600356.SH,20241120,S
603389.SH,20241120,S
688535.SH,20241120,S
000908.SZ,20241121,R
000525.SZ,20241121,S
002309.SZ,20241121,S
002656.SZ,20241121,S
300131.SZ,20241121,S
600250.SH,20241121,S
600289.SH,20241121,S
600356.SH,20241121,S
603389.SH,20241121,S
603776.SH,20241121,S
688535.SH,20241121,S
603389.SH,20241122,R
000525.SZ,20241122,S
002309.SZ,20241122,S
002656.SZ,20241122,S
300131.SZ,20241122,S
600250.SH,20241122,S
600289.SH,20241122,S
600356.SH,20241122,S
603776.SH,20241122,S
688535.SH,20241122,S
600250.SH,20241125,R
000525.SZ,20241125,S
002309.SZ,20241125,S
002656.SZ,20241125,S
300131.SZ,20241125,S
600289.SH,20241125,S
600356.SH,20241125,S
603160.SH,20241125,S
603776.SH,20241125,S
688132.SH,20241125,S
688535.SH,20241125,S
688535.SH,20241126,R
000525.SZ,20241126,S
002309.SZ,20241126,S
002656.SZ,20241126,S
300131.SZ,20241126,S
600289.SH,20241126,S
600356.SH,20241126,S
603160.SH,20241126,S
603395.SH,20241126,S
603776.SH,20241126,S
688132.SH,20241126,S
835174.BJ,20241126,S
000525.SZ,20241127,S
002277.SZ,20241127,S
002309.SZ,20241127,S
002656.SZ,20241127,S
300131.SZ,20241127,S
600289.SH,20241127,S
600356.SH,20241127,S
603160.SH,20241127,S
603776.SH,20241127,S
688132.SH,20241127,S
835174.BJ,20241127,S
000525.SZ,20241128,S
002277.SZ,20241128,S
002309.SZ,20241128,S
002656.SZ,20241128,S
300131.SZ,20241128,S
600289.SH,20241128,S
600356.SH,20241128,S
600641.SH,20241128,S
600843.SH,20241128,S
603160.SH,20241128,S
603776.SH,20241128,S
688132.SH,20241128,S
835174.BJ,20241128,S
300131.SZ,20241129,R
600356.SH,20241129,R
600641.SH,20241129,R
600843.SH,20241129,R
000525.SZ,20241129,S
002277.SZ,20241129,S
002309.SZ,20241129,S
002656.SZ,20241129,S
600289.SH,20241129,S
603160.SH,20241129,S
603776.SH,20241129,S
688132.SH,20241129,S
835174.BJ,20241129,S
000525.SZ,20241202,S
000859.SZ,20241202,S
002277.SZ,20241202,S
002309.SZ,20241202,S
002656.SZ,20241202,S
300688.SZ,20241202,S
600289.SH,20241202,S
603160.SH,20241202,S
603776.SH,20241202,S
688132.SH,20241202,S
835174.BJ,20241202,S
688132.SH,20241203,R
000525.SZ,20241203,S
000859.SZ,20241203,S
002277.SZ,20241203,S
002309.SZ,20241203,S
002656.SZ,20241203,S
300688.SZ,20241203,S
600289.SH,20241203,S
603160.SH,20241203,S
603356.SH,20241203,S
603776.SH,20241203,S
835174.BJ,20241203,S
000525.SZ,20241204,S
000859.SZ,20241204,S
002277.SZ,20241204,S
002309.SZ,20241204,S
002656.SZ,20241204,S
300688.SZ,20241204,S
600289.SH,20241204,S
600331.SH,20241204,S
603160.SH,20241204,S
603356.SH,20241204,S
603776.SH,20241204,S
835174.BJ,20241204,S
600331.SH,20241205,R
603776.SH,20241205,R
000525.SZ,20241205,S
000859.SZ,20241205,S
002277.SZ,20241205,S
002309.SZ,20241205,S
002656.SZ,20241205,S
300688.SZ,20241205,S
600289.SH,20241205,S
603160.SH,20241205,S
603356.SH,20241205,S
835174.BJ,20241205,S
000525.SZ,20241206,S
000859.SZ,20241206,S
002277.SZ,20241206,S
002309.SZ,20241206,S
002656.SZ,20241206,S
002743.SZ,20241206,S
300688.SZ,20241206,S
600289.SH,20241206,S
603160.SH,20241206,S
603356.SH,20241206,S
688175.SH,20241206,S
835174.BJ,20241206,S
603160.SH,20241209,R
000525.SZ,20241209,S
000859.SZ,20241209,S
002277.SZ,20241209,S
002309.SZ,20241209,S
002656.SZ,20241209,S
002743.SZ,20241209,S
300165.SZ,20241209,S
300420.SZ,20241209,S
300688.SZ,20241209,S
600289.SH,20241209,S
600725.SH,20241209,S
603356.SH,20241209,S
688175.SH,20241209,S
835174.BJ,20241209,S
300165.SZ,20241210,R
603356.SH,20241210,R
835174.BJ,20241210,R
000525.SZ,20241210,S
000859.SZ,20241210,S
002277.SZ,20241210,S
002309.SZ,20241210,S
002656.SZ,20241210,S
002743.SZ,20241210,S
300420.SZ,20241210,S
300688.SZ,20241210,S
600289.SH,20241210,S
600725.SH,20241210,S
688175.SH,20241210,S
002277.SZ,20241211,R
000525.SZ,20241211,S
000859.SZ,20241211,S
002309.SZ,20241211,S
002656.SZ,20241211,S
002743.SZ,20241211,S
300097.SZ,20241211,S
300420.SZ,20241211,S
300688.SZ,20241211,S
600289.SH,20241211,S
600725.SH,20241211,S
688175.SH,20241211,S
300097.SZ,20241212,R
000525.SZ,20241212,S
000859.SZ,20241212,S
002309.SZ,20241212,S
002656.SZ,20241212,S
002743.SZ,20241212,S
300420.SZ,20241212,S
300688.SZ,20241212,S
600289.SH,20241212,S
600725.SH,20241212,S
603958.SH,20241212,S
688175.SH,20241212,S
000525.SZ,20241213,R
000859.SZ,20241213,S
002309.SZ,20241213,S
002656.SZ,20241213,S
002743.SZ,20241213,S
300420.SZ,20241213,S
300688.SZ,20241213,S
600225.SH,20241213,S
600289.SH,20241213,S
600715.SH,20241213,S
600725.SH,20241213,S
603958.SH,20241213,S
688175.SH,20241213,S
600715.SH,20241216,R
000859.SZ,20241216,R
300420.SZ,20241216,R
300688.SZ,20241216,R
002309.SZ,20241216,S
002656.SZ,20241216,S
002743.SZ,20241216,S
600225.SH,20241216,S
600289.SH,20241216,S
600725.SH,20241216,S
603958.SH,20241216,S
688175.SH,20241216,S
000525.SZ,20241217,S
002309.SZ,20241217,S
002656.SZ,20241217,S
002743.SZ,20241217,S
600225.SH,20241217,S
600289.SH,20241217,S
600575.SH,20241217,S
600718.SH,20241217,S
600725.SH,20241217,S
603958.SH,20241217,S
688175.SH,20241217,S
000525.SZ,20241218,R
688175.SH,20241218,R
002309.SZ,20241218,S
002656.SZ,20241218,S
002743.SZ,20241218,S
600225.SH,20241218,S
600289.SH,20241218,S
600322.SH,20241218,S
600575.SH,20241218,S
600718.SH,20241218,S
600725.SH,20241218,S
603958.SH,20241218,S
002309.SZ,20241219,S
002656.SZ,20241219,S
002743.SZ,20241219,S
300209.SZ,20241219,S
600225.SH,20241219,S
600289.SH,20241219,S
600322.SH,20241219,S
600575.SH,20241219,S
600718.SH,20241219,S
600725.SH,20241219,S
603958.SH,20241219,S
300209.SZ,20241220,R
600225.SH,20241220,R
002743.SZ,20241220,R
002309.SZ,20241220,S
002656.SZ,20241220,S
301585.SZ,20241220,S
600289.SH,20241220,S
600322.SH,20241220,S
600575.SH,20241220,S
600718.SH,20241220,S
600725.SH,20241220,S
603958.SH,20241220,S
600725.SH,20241223,R
002252.SZ,20241223,S
002309.SZ,20241223,S
002379.SZ,20241223,S
002656.SZ,20241223,S
600289.SH,20241223,S
600322.SH,20241223,S
600575.SH,20241223,S
600718.SH,20241223,S
603958.SH,20241223,S
688139.SH,20241223,S
002252.SZ,20241224,S
002309.SZ,20241224,S
002379.SZ,20241224,S
002656.SZ,20241224,S
600289.SH,20241224,S
600322.SH,20241224,S
600575.SH,20241224,S
600718.SH,20241224,S
603001.SH,20241224,S
603958.SH,20241224,S
688139.SH,20241224,S
002252.SZ,20241225,S
002309.SZ,20241225,S
002379.SZ,20241225,S
002656.SZ,20241225,S
600289.SH,20241225,S
600322.SH,20241225,S
600375.SH,20241225,S
600575.SH,20241225,S
600718.SH,20241225,S
603001.SH,20241225,S
603007.SH,20241225,S
603559.SH,20241225,S
603958.SH,20241225,S
688139.SH,20241225,S
603007.SH,20241226,R
603559.SH,20241226,R
600375.SH,20241226,R
603958.SH,20241226,R
002252.SZ,20241226,S
002309.SZ,20241226,S
002379.SZ,20241226,S
002656.SZ,20241226,S
600225.SH,20241226,S
600289.SH,20241226,S
600322.SH,20241226,S
600575.SH,20241226,S
600718.SH,20241226,S
603001.SH,20241226,S
688139.SH,20241226,S
000421.SZ,20241227,S
002252.SZ,20241227,S
002309.SZ,20241227,S
002310.SZ,20241227,S
002379.SZ,20241227,S
002656.SZ,20241227,S
600225.SH,20241227,S
600289.SH,20241227,S
600322.SH,20241227,S
600575.SH,20241227,S
600718.SH,20241227,S
603001.SH,20241227,S
688139.SH,20241227,S
002310.SZ,20241230,R
000016.SZ,20241230,S
000421.SZ,20241230,S
000777.SZ,20241230,S
002217.SZ,20241230,S
002252.SZ,20241230,S
002309.SZ,20241230,S
002379.SZ,20241230,S
002494.SZ,20241230,S
002656.SZ,20241230,S
300807.SZ,20241230,S
600225.SH,20241230,S
600289.SH,20241230,S
600322.SH,20241230,S
600575.SH,20241230,S
600718.SH,20241230,S
603001.SH,20241230,S
688139.SH,20241230,S
002217.SZ,20241231,R
600718.SH,20241231,R
600575.SH,20241231,R
000016.SZ,20241231,S
